"Date","WPU0652013A6"
1974-06-01,66.7
1974-07-01,80.6
1974-08-01,80.6
1974-09-01,80.6
1974-10-01,88.9
1974-11-01,88.9
1974-12-01,88.9
1975-01-01,96.3
1975-02-01,96.3
1975-03-01,96.7
1975-04-01,97.4
1975-05-01,96
1975-06-01,96
1975-07-01,90.3
1975-08-01,89.6
1975-09-01,89.1
1975-10-01,84.5
1975-11-01,78.8
1975-12-01,78.6
1976-01-01,78
1976-02-01,73.8
1976-03-01,70.7
1976-04-01,73.1
1976-05-01,73.2
1976-06-01,72.8
1976-07-01,73.9
1976-08-01,73.2
1976-09-01,73.5
1976-10-01,73.5
1976-11-01,73.5
1976-12-01,73.4
1977-01-01,72.8
1977-02-01,76.1
1977-03-01,78.3
1977-04-01,80.2
1977-05-01,79.9
1977-06-01,79.7
1977-07-01,80.1
1977-08-01,79.4
1977-09-01,78.8
1977-10-01,78.2
1977-11-01,76.9
1977-12-01,75.6
1978-01-01,76.5
1978-02-01,77.2
1978-03-01,79.8
1978-04-01,80.4
1978-05-01,79.4
1978-06-01,78.8
1978-07-01,78.2
1978-08-01,77.5
1978-09-01,78.2
1978-10-01,78.9
1978-11-01,77.5
1978-12-01,77.1
1979-01-01,77.1
1979-02-01,77.5
1979-03-01,78.5
1979-04-01,80.1
1979-05-01,79.7
1979-06-01,79.3
1979-07-01,79.8
1979-08-01,80.1
1979-09-01,84.9
1979-10-01,86.3
1979-11-01,88.7
1979-12-01,88.7
1980-01-01,88.3
1980-02-01,97.1
1980-03-01,99.2
1980-04-01,102.7
1980-05-01,103
1980-06-01,99.1
1980-07-01,98.9
1980-08-01,99.7
1980-09-01,100.3
1980-10-01,97.7
1980-11-01,99.4
1980-12-01,100.3
1981-01-01,104.7
1981-02-01,106.1
1981-03-01,109.8
1981-04-01,110
1981-05-01,114.3
1981-06-01,112.9
1981-07-01,112.1
1981-08-01,112.5
1981-09-01,110.4
1981-10-01,111.4
1981-11-01,111.8
1981-12-01,109.6
1982-01-01,108.5
1982-02-01,108.3
1982-03-01,105.9
1982-04-01,104.8
1982-05-01,104.1
1982-06-01,98.5
1982-07-01,93.4
1982-08-01,95.1
1982-09-01,94.6
1982-10-01,95.5
1982-11-01,95
1982-12-01,96.2
1983-01-01,95.3
1983-02-01,93.6
1983-03-01,92.9
1983-04-01,92.9
1983-05-01,91
1983-06-01,90.6
1983-07-01,89.6
1983-08-01,89.5
1983-09-01,86.4
1983-10-01,86.6
1983-11-01,87.5
1983-12-01,87.6
1984-01-01,88.5
1984-02-01,88.8
1984-03-01,93.3
1984-04-01,97.1
1984-05-01,95.8
1984-06-01,95.5
1984-07-01,95.2
1984-08-01,95.6
1984-09-01,95.7
1984-10-01,96.1
1984-11-01,96.2
1984-12-01,95.5
1985-01-01,95.7
1985-02-01,95.4
1985-03-01,92.9
1985-04-01,92.8
1985-05-01,92.5
1985-06-01,92
1985-07-01,90.3
1985-08-01,89
1985-09-01,87.7
1985-10-01,83.8
1985-11-01,83.5
1985-12-01,82
1986-01-01,80.7
1986-02-01,79.4
1986-03-01,79.7
1986-04-01,72.3
1986-05-01,73.4
1986-06-01,72.4
1986-07-01,63.4
1986-08-01,57.8
1986-09-01,62.8
1986-10-01,59.8
1986-11-01,59
1986-12-01,66.5
1987-01-01,60.9
1987-02-01,68.2
1987-03-01,68.7
1987-04-01,69
1987-05-01,64.5
1987-06-01,62.6
1987-07-01,62.4
1987-08-01,65.2
1987-09-01,66.8
1987-10-01,68.7
1987-11-01,73.8
1987-12-01,72.9
1988-01-01,77.1
1988-02-01,84.1
1988-03-01,87.6
1988-04-01,85.3
1988-05-01,84.4
1988-06-01,80.5
1988-07-01,87.2
1988-08-01,86.3
1988-09-01,90.2
1988-10-01,94.8
1988-11-01,98.6
1988-12-01,100.9
1989-01-01,101.6
1989-02-01,101.4
1989-03-01,101.9
1989-04-01,100.1
1989-05-01,96.9
1989-06-01,84.8
1989-07-01,75.4
1989-08-01,69.3
1989-09-01,72.2
1989-10-01,68.1
1989-11-01,71.1
1989-12-01,77.3
1990-01-01,78.4
1990-02-01,87.7
1990-03-01,85.6
1990-04-01,86.4
1990-05-01,85.1
1990-06-01,84.4
1990-07-01,83.1
1990-08-01,87.4
1990-09-01,94.8
1990-10-01,98.5
1990-11-01,105.2
1990-12-01,103.3
1991-01-01,104.5
1991-02-01,102.8
1991-03-01,101.9
1991-04-01,100.5
1991-05-01,97.8
1991-06-01,95.9
1991-07-01,93.5
1991-08-01,92.1
1991-09-01,93.5
1991-10-01,93.8
1991-11-01,89.3
1991-12-01,91.5
1992-01-01,94.2
1992-02-01,88.1
1992-03-01,87.2
1992-04-01,87.7
1992-05-01,89.1
1992-06-01,92.3
1992-07-01,92.2
1992-08-01,89.2
1992-09-01,90.9
1992-10-01,89.7
1992-11-01,89.9
1992-12-01,86.2
1993-01-01,86.5
1993-02-01,89.3
1993-03-01,89.7
1993-04-01,88.6
1993-05-01,93.8
1993-06-01,89.3
1993-07-01,90.4
1993-08-01,84.4
1993-09-01,79.7
1993-10-01,80
1993-11-01,127.5
1993-12-01,80.6
1994-01-01,82.7
1994-02-01,84.4
1994-03-01,83.3
1994-04-01,85.8
1994-05-01,86.9
1994-06-01,83.8
1994-07-01,89.6
1994-08-01,85.9
1994-09-01,89.9
1994-10-01,90
1994-11-01,94
1994-12-01,96.4
1995-01-01,101.3
1995-02-01,105.6
1995-03-01,107.6
1995-04-01,108.8
1995-05-01,108.7
1995-06-01,107.3
1995-07-01,106.2
1995-08-01,101.1
1995-09-01,105.8
1995-10-01,105.6
1995-11-01,109.4
1995-12-01,113.9
1996-01-01,113.4
1996-02-01,114.6
1996-03-01,115.2
1996-04-01,113.7
1996-05-01,109.7
1996-06-01,102.1
1996-07-01,101
1996-08-01,104.6
1996-09-01,106.6
1996-10-01,108
1996-11-01,110.5
1996-12-01,111.1
1997-01-01,110.8
1997-02-01,112
1997-03-01,109.9
1997-04-01,109.6
1997-05-01,109.4
1997-06-01,104.1
1997-07-01,98.6
1997-08-01,98.5
1997-09-01,95.9
1997-10-01,93.1
1997-11-01,91.5
1997-12-01,88.8
1998-01-01,87.4
1998-02-01,81.6
1998-03-01,83
1998-04-01,87.6
1998-05-01,92.4
1998-06-01,92.8
1998-07-01,88.5
1998-08-01,85.3
1998-09-01,81.3
1998-10-01,79.7
1998-11-01,76.1
1998-12-01,70.8
1999-01-01,70.7
1999-02-01,70.8
1999-03-01,73.4
1999-04-01,75.1
1999-05-01,72.8
1999-06-01,71.6
1999-07-01,67.9
1999-08-01,67.8
1999-09-01,68.7
1999-10-01,73.7
1999-11-01,73
1999-12-01,75.9
2000-01-01,77.9
2000-02-01,89.2
2000-03-01,90
2000-04-01,88.4
2000-05-01,89.2
2000-06-01,87.9
2000-07-01,94.5
2000-08-01,93
2000-09-01,92.4
2000-10-01,92.5
2000-11-01,94
2000-12-01,95.6
2001-01-01,119.7
2001-02-01,122.3
2001-03-01,122.5
2001-04-01,115.4
2001-05-01,102.2
2001-06-01,88
2001-07-01,81.8
2001-08-01,80
2001-09-01,78.2
2001-10-01,76.6
2001-11-01,75.2
2001-12-01,74.9
2002-01-01,71.5
2002-02-01,72.9
2002-03-01,69
2002-04-01,68.5
2002-05-01,69.1
2002-06-01,71.6
2002-07-01,73.2
2002-08-01,74.7
2002-09-01,72.9
2002-10-01,73.6
2002-11-01,76.8
2002-12-01,77.2
2003-01-01,82.4
2003-02-01,91.7
2003-03-01,103.7
2003-04-01,107.2
2003-05-01,106.2
2003-06-01,101
2003-07-01,97.9
2003-08-01,98
2003-09-01,99
2003-10-01,101.2
2003-11-01,102.9
2003-12-01,104.4
2004-01-01,110.7
2004-02-01,112.2
2004-03-01,111.3
2004-04-01,108.9
2004-05-01,106.8
2004-06-01,108.4
2004-07-01,110.5
2004-08-01,114.4
2004-09-01,114.7
2004-10-01,123.1
2004-11-01,127.4
2004-12-01,127.3
2005-01-01,124.8
2005-02-01,126.8
2005-03-01,131.3
2005-04-01,138.3
2005-05-01,142
2005-06-01,143.4
2005-07-01,140.5
2005-08-01,136.6
2005-09-01,148.4
2005-10-01,160.6
2005-11-01,164
2005-12-01,160
2006-01-01,167.8
2006-02-01,159.5
2006-03-01,155.1
2006-04-01,139.4
2006-05-01,136.4
2006-06-01,127
2006-07-01,132.7
2006-08-01,129.2
2006-09-01,122
2006-10-01,122.7
2006-11-01,127.8
2006-12-01,126
2007-01-01,136
2007-02-01,151.1
2007-03-01,167.5
2007-04-01,174.8
2007-05-01,167.9
2007-06-01,157.3
2007-07-01,157.8
2007-08-01,154.5
2007-09-01,157.1
2007-10-01,165.7
2007-11-01,171.7
2007-12-01,179.2
2008-01-01,190
2008-02-01,198
2008-03-01,198.5
2008-04-01,207.9
2008-05-01,245.4
2008-06-01,271.1
2008-07-01,310.4
2008-08-01,336.1
2008-09-01,330.4
2008-10-01,264.6
2008-11-01,214.7
2008-12-01,172
2009-01-01,165
2009-02-01,163.7
2009-03-01,161.3
2009-04-01,164.7
2009-05-01,155
2009-06-01,128.4
2009-07-01,NA
2009-08-01,141.6
2009-09-01,138.3
2009-10-01,NA
2009-11-01,NA
2009-12-01,144.6
2010-01-01,157
2010-02-01,163
2010-03-01,165.3
2010-04-01,166.4
2010-05-01,160.7
2010-06-01,154.9
2010-07-01,152.5
2010-08-01,151.6
2010-09-01,164.6
2010-10-01,175.7
2010-11-01,181.2
2010-12-01,181.8
2011-01-01,202.4
2011-02-01,204.1
2011-03-01,204.8
2011-04-01,204.2
2011-05-01,205.1
2011-06-01,219.9
2011-07-01,243.2
2011-08-01,244.7
2011-09-01,249.5
2011-10-01,252.6
2011-11-01,253.5
2011-12-01,250.5
2012-01-01,242.8
2012-02-01,234
2012-03-01,247.1
2012-04-01,279
2012-05-01,316
2012-06-01,316.2
2012-07-01,300.4
2012-08-01,270.1
2012-09-01,269.1
2012-10-01,255.8
2012-11-01,247.8
2012-12-01,247.2
2013-01-01,236.6
2013-02-01,235.4
2013-03-01,237.3
2013-04-01,237.5
2013-05-01,235.3
2013-06-01,229.5
2013-07-01,224.4
2013-08-01,213.7
2013-09-01,204
2013-10-01,194.2
2013-11-01,189.9
2013-12-01,187.5
2014-01-01,196.3
2014-02-01,219
2014-03-01,227.6
2014-04-01,228.6
2014-05-01,228.7
2014-06-01,217.2
2014-07-01,206.9
2014-08-01,209.6
2014-09-01,211.5
2014-10-01,196.9
2014-11-01,204.1
2014-12-01,199.7
