"Date","M0401BUSM350NNBR"
1959-07-01,103.2
1959-08-01,103.7
1959-09-01,105.1
1959-10-01,105.8
1959-11-01,105.9
1959-12-01,104.8
1960-01-01,105.7
1960-02-01,104.3
1960-03-01,102.4
1960-04-01,103.8
1960-05-01,104.1
1960-06-01,102.7
1960-07-01,101.6
1960-08-01,102.1
1960-09-01,101.2
1960-10-01,99.7
1960-11-01,98.5
1960-12-01,96.8
1961-01-01,97.3
1961-02-01,99.3
1961-03-01,103.1
1961-04-01,104.1
1961-05-01,104.4
1961-06-01,101
1961-07-01,101.7
1961-08-01,102.9
1961-09-01,102.9
1961-10-01,102.3
1961-11-01,98.9
1961-12-01,101
1962-01-01,102.9
1962-02-01,100.6
1962-03-01,100.4
1962-04-01,98.3
1962-05-01,97.8
1962-06-01,95.4
1962-07-01,94.2
1962-08-01,94.5
1962-09-01,94
1962-10-01,94.9
1962-11-01,96.4
1962-12-01,95.8
1963-01-01,95.5
1963-02-01,95.1
1963-03-01,94.4
1963-04-01,94.5
1963-05-01,95.2
1963-06-01,93.9
1963-07-01,94.2
1963-08-01,94.2
1963-09-01,94.1
1963-10-01,96.3
1963-11-01,97.3
1963-12-01,97.7
1964-01-01,98.5
1964-02-01,98.5
1964-03-01,98.9
1964-04-01,102.4
1964-05-01,100.9
1964-06-01,101.4
1964-07-01,102.5
1964-08-01,105.7
1964-09-01,108.2
1964-10-01,112
1964-11-01,113.2
1964-12-01,112.5
1965-01-01,110.6
1965-02-01,110.7
1965-03-01,113.2
1965-04-01,116.7
1965-05-01,116.9
1965-06-01,115.3
1965-07-01,114.6
1965-08-01,115.2
1965-09-01,114.8
1965-10-01,115
1965-11-01,115.5
1965-12-01,117.1
1966-01-01,120.5
1966-02-01,122.9
1966-03-01,123.5
1966-04-01,121.5
1966-05-01,118.3
1966-06-01,118.4
1966-07-01,118.8
1966-08-01,111.7
1966-09-01,108.9
1966-10-01,106.3
1966-11-01,105.9
1966-12-01,105.8
1967-01-01,106.8
1967-02-01,105.2
1967-03-01,102.5
1967-04-01,100.1
1967-05-01,99.6
1967-06-01,99.8
1967-07-01,98.3
1967-08-01,98.1
1967-09-01,97.8
1967-10-01,97.7
1967-11-01,99.1
1967-12-01,100.1
1968-01-01,99.8
1968-02-01,99.5
1968-03-01,100.1
1968-04-01,98.3
1968-05-01,96.1
1968-06-01,94.2
