"Date","M0448CUSM350NNBR"
1925-09-01,56.6
1925-10-01,56.7
1925-11-01,57.2
1925-12-01,56.6
1926-01-01,56.4
1926-02-01,55.8
1926-03-01,55.1
1926-04-01,54.9
1926-05-01,55
1926-06-01,55
1926-07-01,54.4
1926-08-01,54.2
1926-09-01,54.6
1926-10-01,54.4
1926-11-01,53.9
1926-12-01,53.6
1927-01-01,52.2
1927-02-01,52.8
1927-03-01,52.5
1927-04-01,51.9
1927-05-01,51.4
1927-06-01,51.5
1927-07-01,51.6
1927-08-01,52.1
1927-09-01,52.7
1927-10-01,52.9
1927-11-01,52.7
1927-12-01,52.7
1928-01-01,52.7
1928-02-01,52.5
1928-03-01,52.3
1928-04-01,52.9
1928-05-01,53.4
1928-06-01,53
1928-07-01,53.3
1928-08-01,53.4
1928-09-01,54
1928-10-01,53
1928-11-01,52.5
1928-12-01,52.5
1929-01-01,52.5
1929-02-01,52.2
1929-03-01,52.6
1929-04-01,52.3
1929-05-01,51.8
1929-06-01,52.1
1929-07-01,52.8
1929-08-01,52.7
1929-09-01,52.6
1929-10-01,52
1929-11-01,51.1
1929-12-01,51
1930-01-01,50.6
1930-02-01,50
1930-03-01,49.3
1930-04-01,49.3
1930-05-01,48.6
1930-06-01,47.5
1930-07-01,46.1
1930-08-01,46.1
1930-09-01,46.2
1930-10-01,45.4
1930-11-01,44.5
1930-12-01,43.5
1931-01-01,42.8
1931-02-01,42
1931-03-01,41.6
1931-04-01,40.9
1931-05-01,40.1
1931-06-01,39.5
1931-07-01,39.4
1931-08-01,39.5
1931-09-01,39
1931-10-01,38.5
1931-11-01,38.4
1931-12-01,37.6
1932-01-01,36.9
1932-02-01,36.3
1932-03-01,36.1
1932-04-01,35.9
1932-05-01,35.3
1932-06-01,35
1932-07-01,35.3
1932-08-01,35.6
1932-09-01,35.8
1932-10-01,35.3
1932-11-01,34.9
1932-12-01,34.3
1933-01-01,33.3
1933-02-01,32.7
1933-03-01,32.9
1933-04-01,33
1933-05-01,34.4
1933-06-01,35.5
1933-07-01,37.7
1933-08-01,38.1
1933-09-01,38.7
1933-10-01,39
1933-11-01,38.9
1933-12-01,38.7
1934-01-01,39.5
1934-02-01,40.2
1934-03-01,40.3
1934-04-01,40.2
1934-05-01,40.3
1934-06-01,40.8
1934-07-01,40.9
1934-08-01,41.8
1934-09-01,42.4
1934-10-01,41.8
1934-11-01,41.9
1934-12-01,42.1
1935-01-01,43.1
1935-02-01,43.5
1935-03-01,43.4
1935-04-01,43.8
1935-05-01,43.9
1935-06-01,43.7
1935-07-01,43.4
1935-08-01,44
1935-09-01,44.1
1935-10-01,44
1935-11-01,44.1
1935-12-01,44.3
1936-01-01,44.1
1936-02-01,44.1
1936-03-01,43.5
1936-04-01,43.6
1936-05-01,43
1936-06-01,43.4
1936-07-01,44
1936-08-01,44.6
1936-09-01,44.6
1936-10-01,44.6
1936-11-01,45.1
1936-12-01,46.1
1937-01-01,47
1937-02-01,47.2
1937-03-01,48
1937-04-01,48.2
1937-05-01,47.8
1937-06-01,47.7
1937-07-01,48.2
1937-08-01,47.9
1937-09-01,47.8
1937-10-01,46.7
1937-11-01,45.6
1937-12-01,44.7
1938-01-01,44.3
1938-02-01,43.7
1938-03-01,43.6
1938-04-01,43
1938-05-01,42.8
1938-06-01,42.9
1938-07-01,43.1
1938-08-01,42.7
1938-09-01,42.9
1938-10-01,42.5
1938-11-01,42.4
1938-12-01,42.2
1939-01-01,42.1
1939-02-01,42.1
1939-03-01,42
1939-04-01,41.7
1939-05-01,41.7
1939-06-01,41.4
1939-07-01,41.3
1939-08-01,41
1939-09-01,43.3
1939-10-01,43.4
1939-11-01,43.3
1939-12-01,43.4
1940-01-01,43.4
1940-02-01,43.1
1940-03-01,42.9
1940-04-01,43
1940-05-01,42.9
1940-06-01,42.4
1940-07-01,42.5
1940-08-01,42.4
1940-09-01,42.7
1940-10-01,43.1
1940-11-01,43.5
1940-12-01,43.8
1941-01-01,44.2
1941-02-01,44.1
1941-03-01,44.6
1941-04-01,45.6
1941-05-01,46.5
1941-06-01,47.7
1941-07-01,48.6
1941-08-01,49.4
1941-09-01,50.3
1941-10-01,50.6
1941-11-01,50.6
1941-12-01,51.3
1942-01-01,52.5
1942-02-01,52.9
1942-03-01,53.4
1942-04-01,54
1942-05-01,54.1
1942-06-01,54
1942-07-01,54
1942-08-01,54.2
1942-09-01,54.6
1942-10-01,54.7
1942-11-01,54.9
1942-12-01,55.2
1943-01-01,55.7
1943-02-01,56.1
1943-03-01,56.6
1943-04-01,56.8
1943-05-01,56.9
1943-06-01,56.8
1943-07-01,56.5
1943-08-01,56.4
1943-09-01,56.4
1943-10-01,56.4
1943-11-01,56.3
1943-12-01,56.5
1944-01-01,56.5
1944-02-01,56.7
1944-03-01,56.8
1944-04-01,56.8
1944-05-01,56.9
1944-06-01,57.1
1944-07-01,57
1944-08-01,56.8
1944-09-01,56.9
1944-10-01,57
1944-11-01,57.1
1944-12-01,57.3
1945-01-01,57.4
1945-02-01,57.5
1945-03-01,57.6
1945-04-01,57.8
1945-05-01,58
1945-06-01,58.1
1945-07-01,58
1945-08-01,57.8
1945-09-01,57.6
1945-10-01,57.9
1945-11-01,58.4
1945-12-01,58.6
1946-01-01,58.6
1946-02-01,58.9
1946-03-01,59.6
1946-04-01,60.3
1946-05-01,60.7
1946-06-01,61.7
1946-07-01,68.3
1946-08-01,70.6
1946-09-01,67.9
1946-10-01,73.4
1946-11-01,76.5
1946-12-01,77.1
1947-01-01,77.7
1947-02-01,78.4
1947-03-01,80.3
1947-04-01,79.8
1947-05-01,79.4
1947-06-01,79.4
1947-07-01,80.2
1947-08-01,81.3
1947-09-01,82.9
1947-10-01,83.9
1947-11-01,84.8
1947-12-01,86.4
1948-01-01,88
1948-02-01,86.3
1948-03-01,86.3
1948-04-01,87
1948-05-01,87.4
1948-06-01,88.1
1948-07-01,88.8
1948-08-01,89.4
1948-09-01,89.3
1948-10-01,88.4
1948-11-01,88.2
1948-12-01,87.6
1949-01-01,86.6
1949-02-01,85.2
1949-03-01,85
1949-04-01,84.1
1949-05-01,83.4
1949-06-01,82.7
1949-07-01,82.5
1949-08-01,82.7
1949-09-01,82.8
1949-10-01,82.4
1949-11-01,82.4
1949-12-01,82.3
1950-01-01,82.3
1950-02-01,82.8
1950-03-01,82.9
1950-04-01,82.9
1950-05-01,83.9
1950-06-01,84.4
1950-07-01,86.7
1950-08-01,88.6
1950-09-01,90.2
1950-10-01,90.7
1950-11-01,92
1950-12-01,94.4
1951-01-01,96.8
1951-02-01,98.1
1951-03-01,98.1
1951-04-01,97.9
1951-05-01,97.6
1951-06-01,96.9
1951-07-01,96.2
1951-08-01,95.7
1951-09-01,95.5
1951-10-01,95.7
1951-11-01,95.7
1951-12-01,95.6
1952-01-01,95.2
1952-02-01,94.7
1952-03-01,94.6
1952-04-01,94.1
1952-05-01,94
1952-06-01,93.6
1952-07-01,94.1
1952-08-01,94.5
1952-09-01,94.1
1952-10-01,93.6
1952-11-01,93.2
1952-12-01,92.3
1953-01-01,92.5
1953-02-01,92.3
1953-03-01,92.6
1953-04-01,92.1
1953-05-01,92.5
1953-06-01,92.2
1953-07-01,93.4
1953-08-01,93.1
1953-09-01,93.5
1953-10-01,92.8
1953-11-01,92.5
1953-12-01,92.7
1954-01-01,93.4
1954-02-01,93
1954-03-01,93
1954-04-01,93.5
1954-05-01,93.4
1954-06-01,92.6
1954-07-01,93
1954-08-01,93
1954-09-01,92.6
1954-10-01,92.4
1954-11-01,92.6
1954-12-01,92.2
1955-01-01,92.7
1955-02-01,93
1955-03-01,92.6
1955-04-01,93
1955-05-01,92.5
1955-06-01,92.9
1955-07-01,93
1955-08-01,93.4
1955-09-01,94.1
1955-10-01,94
1955-11-01,93.6
1955-12-01,93.7
1956-01-01,94.2
1956-02-01,94.6
1956-03-01,95
1956-04-01,95.7
1956-05-01,96.3
1956-06-01,96.2
1956-07-01,96
1956-08-01,96.6
1956-09-01,97.3
1956-10-01,97.3
1956-11-01,97.6
1956-12-01,97.9
1957-01-01,98.4
1957-02-01,98.5
1957-03-01,98.4
1957-04-01,98.7
1957-05-01,98.6
1957-06-01,98.9
1957-07-01,99.5
1957-08-01,99.7
1957-09-01,99.4
1957-10-01,99.2
1957-11-01,99.4
1957-12-01,99.8
1958-01-01,100.1
1958-02-01,100.2
1958-03-01,100.8
1958-04-01,100.5
1958-05-01,100.6
1958-06-01,100.4
1958-07-01,100.4
1958-08-01,100.3
1958-09-01,100.3
1958-10-01,100.2
1958-11-01,100.4
1958-12-01,100.4
1959-01-01,100.6
1959-02-01,100.6
1959-03-01,100.7
1959-04-01,101
1959-05-01,101
1959-06-01,100.8
1959-07-01,100.6
1959-08-01,100.3
1959-09-01,100.8
1959-10-01,100.3
1959-11-01,100.1
1959-12-01,100.1
1960-01-01,100.5
1960-02-01,100.5
1960-03-01,101
1960-04-01,101
1960-05-01,100.8
1960-06-01,100.6
1960-07-01,100.8
1960-08-01,100.4
1960-09-01,100.4
1960-10-01,100.7
1960-11-01,100.7
1960-12-01,100.6
1961-01-01,101
1961-02-01,101
1961-03-01,101
1961-04-01,100.5
1961-05-01,100
1961-06-01,99.5
1961-07-01,99.9
1961-08-01,100.1
1961-09-01,100
1961-10-01,100
1961-11-01,100
1961-12-01,100.4
1962-01-01,100.8
1962-02-01,100.7
1962-03-01,100.7
1962-04-01,100.4
1962-05-01,100.2
1962-06-01,100
1962-07-01,100.4
1962-08-01,100.5
1962-09-01,101.2
1962-10-01,100.6
1962-11-01,100.7
1962-12-01,100.4
1963-01-01,100.5
1963-02-01,100.2
1963-03-01,99.9
1963-04-01,99.7
1963-05-01,100
1963-06-01,100.3
1963-07-01,100.6
1963-08-01,100.4
1963-09-01,100.3
1963-10-01,100.5
1963-11-01,100.7
1963-12-01,100.3
1964-01-01,101
1964-02-01,100.5
1964-03-01,100.4
1964-04-01,100.3
1964-05-01,100.1
1964-06-01,100
1964-07-01,100.4
1964-08-01,100.3
1964-09-01,100.7
1964-10-01,100.8
1964-11-01,100.7
1964-12-01,100.7
1965-01-01,101
1965-02-01,101.2
1965-03-01,101.3
1965-04-01,101.7
1965-05-01,102.1
1965-06-01,102.8
1965-07-01,102.9
1965-08-01,102.9
1965-09-01,103
1965-10-01,103.1
1965-11-01,103.5
1965-12-01,104.1
1966-01-01,104.6
1966-02-01,105.4
1966-03-01,105.4
1966-04-01,105.5
1966-05-01,105.6
1966-06-01,105.7
1966-07-01,106.4
1966-08-01,106.8
1966-09-01,106.8
1966-10-01,106.2
1966-11-01,105.9
1966-12-01,105.9
1967-01-01,106.2
1967-02-01,106
1967-03-01,105.7
1967-04-01,105.3
1967-05-01,105.8
1967-06-01,106.3
1967-07-01,106.4
1967-08-01,106.1
1967-09-01,106.2
1967-10-01,106.2
1967-11-01,106.2
1967-12-01,106.9
1968-01-01,107.2
1968-02-01,108
1968-03-01,108.2
1968-04-01,108.3
1968-05-01,108.5
1968-06-01,108.7
1968-07-01,109.1
1968-08-01,108.7
1968-09-01,109.1
1968-10-01,109.1
1968-11-01,109.6
1968-12-01,109.8
